[2025-07-04 13:40:54,317] INFO] Starting fetch for api....]
[2025-07-04 13:41:00,594] INFO] Saved article to queue\3aacba01-a976-47bf-ae0d-648b187ec505.json]
[2025-07-04 13:41:00,594] INFO] Saved article to queue\be3b9281-5ce2-440e-a560-b72958b10b0b.json]
[2025-07-04 13:41:00,595] INFO] Saved article to queue\5f69deda-c9f3-4a2b-9093-b18a0a9fcaeb.json]
[2025-07-04 13:41:00,595] INFO] Saved article to queue\2a61d5a2-d903-4f16-b766-209c714c77ca.json]
[2025-07-04 13:41:00,596] INFO] Saved article to queue\38c9c96e-bd91-46d7-85ca-4492bbff6e5c.json]
[2025-07-04 13:41:00,597] INFO] Saved article to queue\15dc5d2d-9a8a-4c49-b48b-8dc421eab99b.json]
[2025-07-04 13:41:00,597] INFO] Saved article to queue\c881cc35-6858-4acf-a33d-92bb03b35a0f.json]
[2025-07-04 13:41:00,598] INFO] Saved article to queue\98c5027f-faac-4d63-bea4-3b1e1b73598a.json]
[2025-07-04 13:41:00,598] INFO] Saved article to queue\6e8fa767-17b9-4884-909d-2f86dad9e30b.json]
[2025-07-04 13:41:00,599] INFO] Saved article to queue\0ce7a698-15a8-41f1-8e59-92585f925281.json]
[2025-07-04 13:41:00,599] INFO] Saved article to queue\bf41866b-4a96-4028-a880-b15da425b6bd.json]
[2025-07-04 13:41:00,600] INFO] Saved article to queue\f407031b-2504-425c-a30e-3aa9e4d1905c.json]
[2025-07-04 13:41:00,601] INFO] Saved article to queue\1e71fab5-26af-4a73-9a2b-6d8623ed6842.json]
[2025-07-04 13:41:00,601] INFO] Saved article to queue\81d24a1a-d852-4af4-a938-afc86c3977b1.json]
[2025-07-04 13:41:00,602] INFO] Saved article to queue\b8a44824-0ba9-431e-a036-3823c200b05e.json]
[2025-07-04 13:41:00,603] INFO] Saved article to queue\ba2fff80-e01b-42cf-ba61-a204c8c500af.json]
[2025-07-04 13:41:00,603] INFO] Saved article to queue\b127ebf1-a9d0-4a63-9de1-cb17017ee66e.json]
[2025-07-04 13:41:00,604] INFO] Saved article to queue\8e698342-4e42-4368-a5d5-f1848c5cb12b.json]
[2025-07-04 13:41:00,604] INFO] Saved article to queue\18a4f010-73f1-4693-bf0e-475aeb509730.json]
[2025-07-04 13:41:00,605] INFO] Saved article to queue\5ae4f4bd-988c-4b87-8aaa-b77472354cad.json]
[2025-07-04 13:41:00,606] INFO] Saved article to queue\fe177ffb-7495-49e0-9ae2-e1c97bc9aad5.json]
[2025-07-04 13:41:00,606] INFO] Saved article to queue\10ab307a-22e2-45a6-acc9-b6136110077f.json]
[2025-07-04 13:41:00,607] INFO] Saved article to queue\7d4078c8-b80a-4087-865f-4bdc8610ffa3.json]
[2025-07-04 13:41:00,608] INFO] Saved article to queue\90fceaf1-ae05-4659-ad51-fc4c479d3c92.json]
[2025-07-04 13:41:00,609] INFO] Saved article to queue\1be12786-244d-4a62-8418-45191130352d.json]
[2025-07-04 13:41:00,609] INFO] Saved article to queue\eba41c4d-0a05-457f-8e22-537eb2b1987e.json]
[2025-07-04 13:41:00,610] INFO] Saved article to queue\aefe159d-d2e7-49f2-b522-8c7c44e13a55.json]
[2025-07-04 13:41:00,610] INFO] Saved article to queue\5423fbd4-ba52-4d35-b2b9-dc9a591b3dfd.json]
[2025-07-04 13:41:00,611] INFO] Saved article to queue\2aab18dc-8b89-478d-a805-f6598cbc075f.json]
[2025-07-04 13:41:00,611] INFO] Saved article to queue\4492a2d3-7e46-4dc3-a633-e268b26c9e61.json]
[2025-07-04 13:41:00,612] INFO] Saved article to queue\00d51ff4-7794-4b69-94df-6e0a0bf9c24f.json]
[2025-07-04 13:41:00,612] INFO] Saved article to queue\b29a6a9c-e2e2-4631-9412-61df461864b0.json]
[2025-07-04 13:41:00,613] INFO] Saved article to queue\fc46627a-6233-4218-8b70-14cd9a7086f2.json]
[2025-07-04 13:41:00,614] INFO] Saved article to queue\b964d28e-f528-4cff-a006-374f5be29812.json]
[2025-07-04 13:41:00,614] INFO] Saved article to queue\6f195c93-c5b3-4a7b-8819-e1a0c7220cd2.json]
[2025-07-04 13:41:00,615] INFO] Saved article to queue\8ebff84d-a3ba-481e-a614-1d90a45ef1d2.json]
[2025-07-04 13:41:00,616] INFO] Saved article to queue\91d76a46-a877-40f0-bc48-d1dba7eb3769.json]
[2025-07-04 13:41:00,616] INFO] Saved article to queue\023c0948-e601-41f1-a52b-12dca7d4042c.json]
[2025-07-04 13:41:00,617] INFO] Saved article to queue\8c6f626c-dd52-4b45-ae43-16dc257f9416.json]
[2025-07-04 13:41:00,617] INFO] Saved article to queue\2cc909c9-3f53-4c0b-ba76-8044acc60511.json]
[2025-07-04 13:41:00,618] INFO] Saved article to queue\8c130f97-f0a3-4b8b-9423-99410e1d65d5.json]
[2025-07-04 13:41:00,619] INFO] Saved article to queue\1ef6f513-b929-4e24-ae11-a59c7cc13308.json]
[2025-07-04 13:41:00,620] INFO] Saved article to queue\23453557-ace6-4eff-95cb-7340502e2003.json]
[2025-07-04 13:41:00,620] INFO] Saved article to queue\f3d39a11-66b5-4d40-be89-06fa1b2af997.json]
[2025-07-04 13:41:00,621] INFO] Saved article to queue\c3c87da5-3b4d-43ce-b02d-dcd78dabb3c4.json]
[2025-07-04 13:41:00,624] INFO] Saved article to queue\11fa7118-131a-4694-9d40-fa0f05d22291.json]
[2025-07-04 13:41:00,625] INFO] Saved article to queue\0aa7b4a5-181c-46e3-8228-ba7314d16dc2.json]
[2025-07-04 13:41:00,625] INFO] Saved article to queue\a465a2d3-3a04-4c96-a8fd-df367aa0a144.json]
[2025-07-04 13:41:00,626] INFO] Saved article to queue\3779690f-c21c-41ad-accd-0f8a1e6ff866.json]
[2025-07-04 13:41:00,626] INFO] Saved article to queue\cd5e1742-4777-4ffb-8758-b206c5ad9f3a.json]
[2025-07-04 13:41:00,627] INFO] Saved article to queue\e8e71a8c-193f-4499-8ba9-265f03b9a13e.json]
[2025-07-04 13:41:00,627] INFO] Saved article to queue\f4301f75-627d-456d-ac59-e8e8b76f3b4f.json]
[2025-07-04 13:41:00,628] INFO] Saved article to queue\83ab6b3a-5067-493a-be4b-9c7e61f60032.json]
[2025-07-04 13:41:00,629] INFO] Saved article to queue\b97704be-6efc-4a55-8486-95e0f9ab2fed.json]
[2025-07-04 13:41:00,629] INFO] Saved article to queue\4b01afee-e77e-4560-a24e-76c05888daf4.json]
[2025-07-04 13:41:00,630] INFO] Saved article to queue\bbdb90a7-d24d-4d7d-8c39-aae925c79fce.json]
[2025-07-04 13:41:00,630] INFO] Saved article to queue\ff077dbe-0342-4963-8a10-631d6e4aefee.json]
[2025-07-04 13:41:00,631] INFO] Saved article to queue\9b7d0080-5ec3-40f6-99b5-b4f146297d72.json]
[2025-07-04 13:41:00,631] INFO] Saved article to queue\06e30ca9-8d2f-42af-a6ae-6de4bbd258da.json]
[2025-07-04 13:41:00,632] INFO] Saved article to queue\f4d01cd9-ba6b-497a-94b6-afa0e7aaa565.json]
[2025-07-04 13:41:00,633] INFO] Saved article to queue\f2b6b610-7ada-4bad-8a2b-1c861d17f94a.json]
[2025-07-04 13:41:00,633] INFO] Saved article to queue\529897dd-1752-4353-88dd-7b0ecd3adee5.json]
[2025-07-04 13:41:00,634] INFO] Saved article to queue\383b7515-80e4-46dc-ad88-40a624afb1b4.json]
[2025-07-04 13:41:00,634] INFO] Saved article to queue\6c945893-de45-403f-9eb7-7b6a7470d902.json]
[2025-07-04 13:41:00,635] INFO] Saved article to queue\40c5fa31-f7d5-48e7-b262-80d6669dc3ed.json]
[2025-07-04 13:41:00,635] INFO] Saved article to queue\62d49f1e-75b8-4d8d-9da7-16e2a2efaf82.json]
[2025-07-04 13:41:00,636] INFO] Saved article to queue\628b84f0-a434-4b30-9c29-fe9062cab896.json]
