[2025-07-02 12:06:23,759] INFO] Starting fetch for api....]
[2025-07-02 12:06:28,458] INFO] Saved article to queue\3399a03e-6ddc-4a86-978b-db33b413cc62.json]
[2025-07-02 12:06:28,460] INFO] Saved article to queue\62475d2a-a7ac-4406-a6ad-ada1d2a4641f.json]
[2025-07-02 12:06:28,460] INFO] Saved article to queue\13b89a44-5ce5-4a33-86e8-5ad0e74f3154.json]
[2025-07-02 12:06:28,461] INFO] Saved article to queue\3e6d6e31-22d2-46da-98b4-bbd5643b9dcb.json]
[2025-07-02 12:06:28,462] INFO] Saved article to queue\4ab8fafb-1d0e-43b0-a96b-bb2f1e6db78b.json]
[2025-07-02 12:06:28,462] INFO] Saved article to queue\6b4d771f-ea62-4b97-8da3-921e1c2d0a72.json]
[2025-07-02 12:06:28,462] INFO] Saved article to queue\bb8847b4-5476-4e3b-94b1-91f3d07c2166.json]
[2025-07-02 12:06:28,463] INFO] Saved article to queue\49776ce4-60d0-4219-8f05-8444c79ee639.json]
[2025-07-02 12:06:28,463] INFO] Saved article to queue\fb29fbef-e42d-4d5c-a637-4a775c4c21df.json]
[2025-07-02 12:06:28,464] INFO] Saved article to queue\2bde6ab0-a7ef-4292-9aa3-4033d264aec2.json]
[2025-07-02 12:06:28,465] INFO] Saved article to queue\df3c7cb3-3aab-4648-9a1c-251da9dd69d9.json]
[2025-07-02 12:06:28,466] INFO] Saved article to queue\0e950158-28a2-4f4b-8f3d-c20b53b15190.json]
[2025-07-02 12:06:28,466] INFO] Saved article to queue\0e3a8b6c-1a1f-4830-8695-64b0dd43bc1d.json]
[2025-07-02 12:06:28,466] INFO] Saved article to queue\0f0d7be4-afef-4329-b9e8-b475c0feb963.json]
[2025-07-02 12:06:28,467] INFO] Saved article to queue\a4434d7f-a786-4956-bf93-7ff8e217641b.json]
[2025-07-02 12:06:28,467] INFO] Saved article to queue\b9ebc37c-901b-4026-be36-ed1b4ebfa902.json]
[2025-07-02 12:06:28,468] INFO] Saved article to queue\efc3901c-0025-4762-b939-2ec19f696467.json]
[2025-07-02 12:06:28,468] INFO] Saved article to queue\b7972701-6c0c-4c5f-998a-c24a33b0ba58.json]
[2025-07-02 12:06:28,469] INFO] Saved article to queue\9543153e-8308-4149-b5fd-de794f01c1eb.json]
[2025-07-02 12:06:28,470] INFO] Saved article to queue\e6bcc334-2d70-4837-97ca-afe5f43e03ce.json]
[2025-07-02 12:06:28,471] INFO] Saved article to queue\44ca26c7-abb0-4c7f-b159-1cbd2254492b.json]
[2025-07-02 12:06:28,471] INFO] Saved article to queue\3695136a-4b82-4615-9ecc-43737df2d50c.json]
[2025-07-02 12:06:28,472] INFO] Saved article to queue\b1217b7c-696a-40da-9731-f6d391322e75.json]
[2025-07-02 12:06:28,473] INFO] Saved article to queue\de34357b-aa6e-45e2-8fce-3209335c21f9.json]
[2025-07-02 12:06:28,473] INFO] Saved article to queue\7ff5216b-f2ca-4d76-9c71-eb8da455a865.json]
[2025-07-02 12:06:28,474] INFO] Saved article to queue\1141cdf8-7639-4f62-94f2-9d024003061f.json]
[2025-07-02 12:06:28,474] INFO] Saved article to queue\6e2bb2ed-3e2b-41b9-b420-d4c397f3737e.json]
[2025-07-02 12:06:28,474] INFO] Saved article to queue\00e94ba7-5ed0-47bf-bc89-a1c5999f31d8.json]
[2025-07-02 12:06:28,475] INFO] Saved article to queue\cd94281c-1c9b-4a54-8c87-61accf8001ad.json]
[2025-07-02 12:06:28,476] INFO] Saved article to queue\416132ec-d2c5-4646-8ea7-f20d8028fe73.json]
[2025-07-02 12:06:28,477] INFO] Saved article to queue\b8c38b27-945a-423e-aaf2-73eedbed7679.json]
[2025-07-02 12:06:28,477] INFO] Saved article to queue\735d8a9c-ebe7-465a-ad76-6066ff60cb3c.json]
[2025-07-02 12:06:28,478] INFO] Saved article to queue\7d2d5863-0cc7-476c-b684-174b490928b3.json]
[2025-07-02 12:06:28,479] INFO] Saved article to queue\a60e9481-4986-4a83-b446-0cfed71bc4fa.json]
[2025-07-02 12:06:28,479] INFO] Saved article to queue\2cf04d8d-581c-4d6a-9240-afcd3bc84b8d.json]
[2025-07-02 12:06:28,480] INFO] Saved article to queue\8e71069f-0a67-4a8b-b801-f3b282b92d55.json]
[2025-07-02 12:06:28,480] INFO] Saved article to queue\aac94625-cea0-40f1-94ae-da97e64a052b.json]
[2025-07-02 12:06:28,481] INFO] Saved article to queue\c9529fce-33a7-4033-be5a-874939c495cc.json]
[2025-07-02 12:06:28,481] INFO] Saved article to queue\9444b139-387c-490d-86ad-73998a146fc7.json]
[2025-07-02 12:06:28,482] INFO] Saved article to queue\21612148-e3c6-44c1-8f2f-14c9f757b77e.json]
[2025-07-02 12:06:28,482] INFO] Saved article to queue\77a9b7e0-eb6b-409f-a68d-e855986e888b.json]
[2025-07-02 12:06:28,483] INFO] Saved article to queue\939af4a8-4440-43a0-a01b-78aba8bfa9f1.json]
[2025-07-02 12:06:28,483] INFO] Saved article to queue\03f3fb7d-bf56-461c-b980-6d8da9951caf.json]
[2025-07-02 12:06:28,484] INFO] Saved article to queue\0e83e99f-0bd1-4228-bfc9-f111bf63eb71.json]
[2025-07-02 12:06:28,485] INFO] Saved article to queue\b044ef19-293e-43ed-911a-a662bf8f637f.json]
[2025-07-02 12:06:28,486] INFO] Saved article to queue\aaac88bf-1f3f-41ce-ba2d-3a8f199e98ce.json]
[2025-07-02 12:06:28,486] INFO] Saved article to queue\e4354096-fcb0-421d-ae17-cc3fdee21994.json]
[2025-07-02 12:06:28,486] INFO] Saved article to queue\d3f4a078-dde0-494c-bee2-11a86c0301a8.json]
[2025-07-02 12:06:28,487] INFO] Saved article to queue\8f541391-69d2-4da1-a117-96ba45ce12ba.json]
[2025-07-02 12:06:28,487] INFO] Saved article to queue\6c556d4e-6a86-46df-9a17-8997e80190f7.json]
[2025-07-02 12:06:28,488] INFO] Saved article to queue\c081feea-3012-4353-8a50-699c2dc01076.json]
[2025-07-02 12:06:28,488] INFO] Saved article to queue\4ec55e7b-c031-4faf-ba3b-f1c20c3b6051.json]
[2025-07-02 12:06:28,490] INFO] Saved article to queue\a11eedf3-22f9-4b6a-a8e9-6ec741e997f0.json]
[2025-07-02 12:06:28,490] INFO] Saved article to queue\121695cb-9c24-4a5b-a6c1-45a2dc94c73b.json]
[2025-07-02 12:06:28,491] INFO] Saved article to queue\f448c166-c81a-4662-85da-aa8b248ced99.json]
[2025-07-02 12:06:28,491] INFO] Saved article to queue\1c6ef314-6de3-4d0e-adab-6a8ad6628824.json]
[2025-07-02 12:06:28,492] INFO] Saved article to queue\6d46a4f2-1b5c-4893-9b1f-6a650597ff4c.json]
[2025-07-02 12:06:28,492] INFO] Saved article to queue\f9b7fabb-dca7-4112-afdd-812b46082ab2.json]
[2025-07-02 12:06:28,493] INFO] Saved article to queue\c0d9ad91-2d97-45e7-990b-05b4ac67f3da.json]
[2025-07-02 12:06:28,493] INFO] Saved article to queue\01de648a-ec51-4efe-8dcd-713f6972e76b.json]
[2025-07-02 12:06:28,494] INFO] Saved article to queue\de3be9c5-ded9-446f-91fd-ae0138544511.json]
[2025-07-02 12:06:28,494] INFO] Saved article to queue\47ff6fad-7b80-4df6-aba3-bd158ea539a2.json]
[2025-07-02 12:06:28,495] INFO] Saved article to queue\a148862c-4416-45bc-8126-5f1679c2455b.json]
[2025-07-02 12:06:28,496] INFO] Saved article to queue\6b9b4cd6-e3d1-4052-805d-f199d6253760.json]
[2025-07-02 12:06:28,497] INFO] Saved article to queue\61a66a75-14e3-46b6-bdea-ea9f6e13fa25.json]
[2025-07-02 12:06:28,497] INFO] Saved article to queue\84e69130-0bc6-4d83-b415-e79ac9350429.json]
[2025-07-02 12:06:28,498] INFO] Saved article to queue\479a962c-f1ba-47fa-9c0c-c0fd11c1eb21.json]
[2025-07-02 12:06:28,498] INFO] Saved article to queue\57d75993-f6ff-4e6b-948c-a07732238477.json]
